place_id,name,address,phone,website,rating,review_count,maps_url,status,types,category,city
ChIJseq7ROz4rlQR8N3Sv4FJ_ZY,Briva Pool and Spa,"1618 N Orchard St, Boise, ID 83706, USA",(208) 891-1462,https://brivapools.com/,4.8,104,https://maps.google.com/?cid=10879933096414862832&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJPd_oneX_rlQRiH0f5Fldwgc,Pool DoctoRx and Spa,"5213 W Chinden Blvd, Boise, ID 83714, USA",(208) 287-3747 ext. 3,https://pooldoctorandspa.com/,4.7,240,https://maps.google.com/?cid=559111944408104328&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,sporting_goods_store,store,service,point_of_interest,establishment",Pool service,Boise
ChIJib_CBvH_rlQRgYVJbx9CA8A,The Pool Zombie,"10105 W Claudia Rd, Boise, ID 83714, USA",(208) 991-4578,,5,8,https://maps.google.com/?cid=13835975182990804353&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Pool service,Boise
ChIJ9z5_8ixVrlQRj3rUsTrJhnU,Boise Pool Pros,"8670 W Pembrook Dr, Boise, ID 83704, USA",(208) 475-4344,https://www.boisepoolpros.com/,4.8,20,https://maps.google.com/?cid=8468677403245574799&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJ4wZNfgFVrlQRMuGoUVbw-4M,Absolute Pool Care,"7953 W Mossy Cup St, Boise, ID 83709, USA",(208) 841-0388,http://www.absolutepoolcare.us/,4.7,48,https://maps.google.com/?cid=9510459291650810162&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Pool service,Boise
ChIJc_mK08D_rlQRwGi7-efbk68,Peak Performance Pools,"9740 Shields Ave, Boise, ID 83714, USA",(208) 505-1155,http://www.peakperformancepoolsidaho.com/,5,11,https://maps.google.com/?cid=12651697567587592384&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Pool service,Boise
ChIJq6qqqvpVrlQRjYd4gPASVZk,Aaa Quality Pool & Spa Maintenance,"Boise, ID 83704, USA",(208) 570-7755,,1,1,https://maps.google.com/?cid=11048758084980213645&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJ-e8UJC1XrlQRS64_RDoXcv0,Superior Pools,"11880 W President Dr Suite H, Boise, ID 83713, USA",(208) 971-6644,https://superiorpoolsofidaho.com/,4,49,https://maps.google.com/?cid=18262684977961348683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,sporting_goods_store,store,service,point_of_interest,establishment",Pool service,Boise
ChIJ_82RpWb3rlQRLetQ-waHIQ4,Ben's Pool Care,"1561 E Wright St, Boise, ID 83706, USA",(208) 449-2448,http://www.benspoolcare.com/,5,3,https://maps.google.com/?cid=1018243454818380589&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Pool service,Boise
ChIJKyVagRhVrlQRulUHYR9pWTE,Family Pool & Spa LLC,"4902 W Chinden Blvd, Boise, ID 83714, USA",(208) 939-7665,http://familypoolandspaid.com/,4.8,135,https://maps.google.com/?cid=3555988964278490554&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"sporting_goods_store,store,point_of_interest,establishment",Pool service,Boise
ChIJh-dOwzz_rlQR0eeQbXlUiTk,Superior Solutions,"4515 N Glenwood St, Boise, ID 83704, USA",(208) 912-9358,http://superiorsolutionsboise.org/,4.4,13,https://maps.google.com/?cid=4145937812477241297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"swimming_pool,sports_activity_location,service,point_of_interest,establishment",Pool service,Boise
ChIJH2ATBLP4rlQRscZJvPqvVEk,Custom Pools Boise,"3848 Osage St, Garden City, ID 83714, USA",(208) 345-2792,http://custompoolsandpatio.com/,4.2,22,https://maps.google.com/?cid=5284041754248070833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJa1ND9zYM7y4RITQ0g3HzWl4,TNA Pool & Spa,"6099 S Federal Way Ste A04, Boise, ID 83716, USA",(208) 807-0001,https://tnapool.com/,5,15,https://maps.google.com/?cid=6799014256327275553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJ8cxN199XrlQR0QHnVY9iH1U,All Pro Pool and Spa,"3313 Cherry Ln, Boise, ID 83705, USA",(208) 371-6619,https://allpropoolandspa.com/contact/,5,1,https://maps.google.com/?cid=6133729585262952913&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Pool service,Boise
ChIJ4UKEjx9WrlQR3C5Hzb6jgtQ,Twin Dolphin Pool & Spa,"5657 W Emerald St, Boise, ID 83706, USA",(208) 375-2163,https://twindolphinpools.com/,4.8,203,https://maps.google.com/?cid=15312981722896215772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"sporting_goods_store,store,point_of_interest,establishment",Pool service,Boise
ChIJh7mFgbOqr1QReLh6zHPCpPQ,Premier Pools & Spas,"6213 N Cloverdale Rd Suite 110, Boise, ID 83713, USA",(208) 286-4988,https://premierpoolsandspas.com/pool-builders/idaho/boise/,4.6,35,https://maps.google.com/?cid=17628428644042586232&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Pool service,Boise
ChIJs8YdrwpRrlQRXUShlGde9QA,"C.H.I. Pool Contractors, Inc","355 W Victory Rd, Meridian, ID 83642, USA",(208) 288-2259,,3.5,17,https://maps.google.com/?cid=69065168262349917&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"swimming_pool,general_contractor,sports_activity_location,point_of_interest,service,establishment",Pool cleaning,Boise
ChIJueU3rWRWrlQR-vFobInPtK0,Aquabot Pool Cleaners,"9543 W Emerald St #101, Boise, ID 83704, USA",(866) 931-1071,http://aquabot-pool-cleaner.com,,0,https://maps.google.com/?cid=12516857453505737210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"point_of_interest,service,establishment",Pool cleaning,Boise
ChIJfTZczeHI1aMR1SdSGYDTnfI,Boise Fiberglass Pool Design and Installation,"7241 Potomac Dr, Boise, ID 83704, USA",(208) 960-4652,https://www.boisepooldesignandinstallation.com/,5,13,https://maps.google.com/?cid=17482361875656222677&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,point_of_interest,service,establishment",Pool cleaning,Boise
ChIJjUNSEwVWrlQRpUXF9Ic83Ws,Cross Town Movers,"1419 N Eldorado St, Boise, ID 83704, USA",(208) 378-0226,http://crosstownmovers.net/,4.9,1372,https://maps.google.com/?cid=7772435086536164773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJ6dLTRiJWrlQRomVibi6Mv3Q,208 Moving Company,"4744 Fenton St, Garden City, ID 83714, USA",(208) 841-5993,https://208moving.com/,4.9,994,https://maps.google.com/?cid=8412596759999702434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJm8M4dLP4rlQR_gTcQsIBY8Y,Two Men and a Truck Moving,"5414 W Franklin Rd, Meridian, ID 83642, USA",(208) 759-0033,https://twomenandatruck.com/movers/id/boise?utm_source=google&utm_medium=organic&utm_campaign=gmb,4.8,424,https://maps.google.com/?cid=14295271576061084926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,service,store,point_of_interest,establishment",Moving company,Boise
ChIJeZviMPj3rlQRf-6df0SKjnY,All My Sons Moving & Storage,"3987 W Chinden Blvd, Garden City, ID 83714, USA",(208) 494-9819,https://www.allmysons.com/idaho/boise/index.aspx?utm_source=GMBlisting&utm_medium=organic&phone=208-494-9819,4.7,2167,https://maps.google.com/?cid=8542917569971875455&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,service,store,point_of_interest,establishment",Moving company,Boise
ChIJq6qqqvpVrlQROWuebI6xjqM,Delicate Touch Moving,"4931 N Parkwood St, Boise, ID 83704, USA",(208) 713-4216,http://delicatetouchmoving.com/,4.8,257,https://maps.google.com/?cid=11785552500140960569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,manufacturer,service,point_of_interest,establishment",Moving company,Boise
ChIJT3KmWDH5rlQR4RY26t2jPhE,Bluebird Moving,"5325 W Kendall St, Boise, ID 83706, USA",(208) 600-1953,http://www.bluebirdmoving.com/,5,335,https://maps.google.com/?cid=1242610720713348833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJWzaADbH3rlQRzdWqCZlKaKg,Idaho Premier Moving,"262 E Lake Rim Ln, Boise, ID 83716, USA",(208) 248-6006,http://boiselocalmoving.com/?utm_source=gmb&utm_medium=organic&utm_campaign=boise,5,161,https://maps.google.com/?cid=12135031217102443981&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJ73Ll54P5rlQROwtiGpBEkkA,Treasure Valley Movers,"7202 W Victory Rd, Boise, ID 83709, USA",(208) 261-4228,https://treasurevalleymoverz.com/,4.8,89,https://maps.google.com/?cid=4652856750735756091&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJXzmtpP_5rlQRLNUKHzaLcv0,BustNMoves Moving Company,"820 S Latah St STE 105, Boise, ID 83705, USA",(208) 904-0766,https://bustnmoves.com/movers/boise-id/?utm_source=gmb&utm_medium=organic&utm_campaign=listing&utm_content=boise,5,188,https://maps.google.com/?cid=18262812503506081068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,manufacturer,service,store,point_of_interest,establishment",Moving company,Boise
ChIJgQScqRNFrlQRGt31lv_7gLc,All In One Moving Llc,"2807 S Cole Rd, Boise, ID 83709, USA",(208) 999-8036,https://allinonemovingllc.com/,4.9,27,https://maps.google.com/?cid=13222845581127703834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,finance,consultant,service,point_of_interest,establishment",Moving company,Boise
ChIJeSSnNff3rlQRT8P1T4JIYTc,Boise Moving and Storage,"300 N Steelhead Way, Boise, ID 83704, USA",(208) 342-5566,https://boisemoving.com/?utm_source=gmb&utm_medium=organic&utm_content=gmb_listing&utm_campaign=location_boise,4.9,53,https://maps.google.com/?cid=3990550469351424847&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJb-JBc3D4rlQREGJb7yvWkqs,Micro Movers Idaho,"4503 S Federal Way, Boise, ID 83716, USA",(208) 914-5700,http://www.micromoversidaho.com/,4.7,82,https://maps.google.com/?cid=12363179411273114128&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,storage,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJtXF-OWj4rlQRyGMrfBeHh3g,Whitewater moving,"1177 W Wright St #33, Boise, ID 83705, USA",(208) 608-6208,http://whitewatermoving.com/,4.9,105,https://maps.google.com/?cid=8685058941344506824&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJG25bVp9WrlQRunhzODdBukk,"Associated Pacific Movers, Inc.","12348 W Franklin Rd, Boise, ID 83709, USA",(208) 376-8660,https://idahohousemovers.com/,4.5,51,https://maps.google.com/?cid=5312630415863019706&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJORRP8DH2rlQRDirylRe8g4Y,Mesa Moving and Storage: Boise,"7600 S Eisenman Rd, Boise, ID 83716, USA",(208) 336-7000,https://mesamoving.com/locations/boise-id/?utm_source=google&utm_medium=gmb&utm_campaign=gmb-boise,4.7,185,https://maps.google.com/?cid=9692797632517384718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJ1eJ_75NuLE0Ri6UQtc7KDqo,I-84 Express Movers and Delivery,"4090 W State St #222, Boise, ID 83703, USA",(208) 850-5427,https://www.i84expressdelivery.com/,5,131,https://maps.google.com/?cid=12253954625271539083&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJ_Zcx_wyNKCARIYcpxiStR8w,A Moving Company,"3693 E Florence Dr, Meridian, ID 83642, USA",(208) 576-4901,https://www.amovingcompanyllc.com/,4.9,108,https://maps.google.com/?cid=14719924280538793761&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJdxYMw_dVrlQRN7t03EH4hyo,Caseboise Moving,"1220 N Cole Rd, Boise, ID 83704, USA",(208) 884-5191,https://www.caseboisemovingcompany.com/,4.9,80,https://maps.google.com/?cid=3064691033204112183&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJT3gZohz4rlQRBxkwuvVn8Q0,"Air Van Moving | Residential & Commercial Movers Boise, ID","3340 S Denver Way, Boise, ID 83705, USA",(208) 345-3030,https://airvanmoving.com/boise-movers/,4.7,73,https://maps.google.com/?cid=1004698496968694023&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,shipping_service,storage,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJJSesUINWrlQRPBnDgpq8vMI,"Merchants Moving & Storage, Inc.","11345 W Executive Dr, Boise, ID 83713, USA",(208) 376-8990,http://www.merchantsmoving.com/?y_source=1_ODE3NTM3LTcxNS1sb2NhdGlvbi53ZWJzaXRl,4.7,145,https://maps.google.com/?cid=14032297910784432444&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Moving company,Boise
ChIJa8gLm-P4rlQRyVtBgBhK8UM,Junk Holler,"1111 S Orchard St Ste 216, Boise, ID 83705, USA",(208) 899-4000,https://junkholler.com/?utm_source=Google&utm_medium=GMB,5,795,https://maps.google.com/?cid=4895775739019877321&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJS9mqfppVrlQRxrG7gwERTQU,We Haul Boise,"2875 N Camden Pl, Boise, ID 83704, USA",(208) 242-3039,https://www.wehaulboise.com/,5,429,https://maps.google.com/?cid=381980241599115718&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"moving_company,transportation_service,service,point_of_interest,establishment",Junk removal,Boise
ChIJtTWIf0L_rlQRqdulYqKr950,Junk King Boise,"5107 Alworth St, Boise, ID 83714, USA",(208) 495-4607,https://www.junk-king.com/locations/boise?cid=LSTL_JKG-US000187&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.9,1397,https://maps.google.com/?cid=11382755297130306473&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJ6wQuk6Wqr1QRI0fk-m2x67s,Junk Bros.,"4110 W State St, Boise, ID 83703, USA",(208) 297-8720,http://www.junk-bros.com/,5,365,https://maps.google.com/?cid=13541111790538344227&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJT8W5Iqitr1QRK2Zf6Bdu16o,Full House Junk Removal & Demolition,"950 W Bannock St Suite 1100, Boise, ID 83702, USA",(208) 994-2429,https://fullhousejunkremoval.com/,5,136,https://maps.google.com/?cid=12310429155402409515&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Junk removal,Boise
ChIJWX894LFTrlQR7CDKpJOLAmU,The Junkluggers of Treasure Valley,"2873 S Cole Rd, Boise, ID 83709, USA",(208) 643-7726,https://www.junkluggers.com/treasure-valley/?utm_source=gbp&utm_medium=organic&utm_campaign=632458_-JL0102-,5,594,https://maps.google.com/?cid=7278533414025306348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJSc-xsx03QqARHfHxXUD9TqU,Junk Man Treasure Valley,"3463 N Tradewind Ave, Meridian, ID 83646, USA",(208) 204-6431,https://www.junkmantreasurevalley.com/,5,200,https://maps.google.com/?cid=11911736517337411869&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJM3caEHsxbEcRPME_jjjMvbg,Junk Haul Boise,"502 W Hale St, Boise, ID 83706, USA",(208) 347-8250,https://junkhaulboise.com/,5,35,https://maps.google.com/?cid=13312020616853831996&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJSUIm2uRVrlQRmxNCPt74xsc,Treasure Valley Haul Away,"493 W Lockhart Ln, Meridian, ID 83646, USA",(208) 999-0895,https://treasurevalleyhaulaway.com/,5,307,https://maps.google.com/?cid=14395466892347315099&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJz63bo0O3r1QRufHW9IJKKUk,Top Shelf Junk Removal and Demolition,"1755 N Westgate Dr Suite 110, Boise, ID 83704, USA",(208) 593-2877,https://topshelfpros.com/,5,325,https://maps.google.com/?cid=5271826765127807417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Junk removal,Boise
ChIJfeCYTVtFrlQRCa_OZipLu6Y,Simon Says Junk It LLC,"2625 North Elk Creek Ave, Kuna, ID 83634, USA",(208) 249-4798,https://simonsaysjunkit.com/,5,47,https://maps.google.com/?cid=12014279076426460937&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJZ3gLv6WLUAoRi2gC68Iopq0,Boise River Junk Removal,"607 Empress St, Boise, ID 83713, USA",(208) 563-3103,https://www.boiseriverjunkremoval.com/,4.9,96,https://maps.google.com/?cid=12512733432327071883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJpVnCh8-DqigRPxWhtUWgp7k,Haul Away Junk,"13316 W Satinleaf Dr, Boise, ID 83713, USA",(208) 919-5662,https://haulawayjunks.com/,5,3,https://maps.google.com/?cid=13377837439387768127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Junk removal,Boise
ChIJFTXAHYFVrlQRUbEH2ZF1zcA,Treasure Valley Disposal & Pink Steel Dumpsters,"1111 S Orchard St #147, Boise, ID 83705, USA",(208) 994-0177,https://treasurevalleydisposalllc.com/,4.9,19,https://maps.google.com/?cid=13892889694779715921&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Junk removal,Boise
ChIJ05jae32IRiARbjfX0-obNts,Boise Chimney Company,"219 N 27th St STE 16, Boise, ID 83702, USA",(208) 296-4247,https://www.boisechimney.com/,5,144,https://maps.google.com/?cid=15795843438438987630&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Chimney sweep,Boise
ChIJFS1eL6JQrlQRTQrvDwNAgBk,Capitol Chimney Sweep,"11844 W Hidden Valley Rim Rd, Boise, ID 83709, USA",(208) 362-1989,http://capitolchimneysweeps.com/,5,28,https://maps.google.com/?cid=1837539029863565901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"service,point_of_interest,establishment",Chimney sweep,Boise
ChIJw6XOJmAKr1QRNDks1gwzFR8,A Fireman's Chimney Sweep,"1901 N Washington Ave, Emmett, ID 83617, USA",(208) 890-4588,http://www.firemancs.com/,4.8,359,https://maps.google.com/?cid=2239752519912536372&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,service,point_of_interest,establishment",Chimney sweep,Boise
ChIJZ7wGzRf_rlQRLIQzy6_mW4A,All Valley Fireplace,"5123 N Sawyer Ave, Garden City, ID 83714, USA",(208) 586-3473,https://www.allvalleyfp.com/,4.9,361,https://maps.google.com/?cid=9249239902438261804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"home_improvement_store,home_goods_store,store,point_of_interest,establishment",Chimney sweep,Boise
ChIJcXu6l5_4rlQRr4ZqRxIdJmk,The Windshield Guy,"5373 W Emerald St, Boise, ID 83706, USA",(208) 344-5566,http://www.thewindshieldguy.com/,4.9,674,https://maps.google.com/?cid=7576775387442218671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"car_repair,building_materials_store,point_of_interest,service,store,establishment",Glass repair,Boise
ChIJTw4dqkpWrlQR5TwfdhZUN1g,Glass Monkey,"7646 Lemhi St, Boise, ID 83709, USA",(208) 320-6650,http://www.glassmonkeywindshields.com/,4.9,403,https://maps.google.com/?cid=6356641854504516837&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"car_repair,point_of_interest,service,establishment",Glass repair,Boise
ChIJl7k-VgZUrlQRbE_JKobhJRM,Glass Doctor of Southwest Idaho,"44 S Meridian Rd, Meridian, ID 83642, USA",(208) 957-5326,https://glassdoctor.com/boise?cid=LSTL_MGD000191&utm_source=gmb&utm_campaign=local&utm_medium=organic,4.9,1511,https://maps.google.com/?cid=1379756827218628460&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,car_repair,building_materials_store,point_of_interest,service,store,establishment",Glass repair,Boise
ChIJYwYApa5XrlQRf6RWTx4F4-0,Fast Glass,"2222 S Cole Rd, Boise, ID 83709, USA",(208) 384-1336,http://www.fastglassinc.com/locations/boise,4.6,438,https://maps.google.com/?cid=17141550234440475775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,OPERATIONAL,"general_contractor,car_repair,building_materials_store,point_of_interest,service,store,establishment",Glass repair,Boise
